,cid,text,time,author,channel,votes,photo,heart
275,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KeJV7e6-PI,"You achieved, I'm your very big fan anna",2 months ago,#tamizhventhan S,UC0WOKAUQj_YMXAKyC23Q_ew,1,https://yt3.ggpht.com/ytc/AAUvwniXB2HLeW7V9NFDsqb7yzHzrhz0Pcg3cEPVAH-6Vg=s176-c-k-c0x00ffffff-no-rj,False
276,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KeIzVjrAba,சிறப்பான சம்பவம் தலைவரே,2 months ago,Prabha Karan,UCcZHT0T1rI2zAmSs9CM1lwQ,1,https://yt3.ggpht.com/ytc/AAUvwnijJAtaWdYBqKmcNcAt_BoVH7SKglFbdT_Sfw=s176-c-k-c0x00ffffff-no-rj,False
277,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KeInHuG8Wx,Bro who is lyricist 🤔,2 months ago,surya narayanan,UCqFvsIxvo0sAjgE58Br4Tyw,1,https://yt3.ggpht.com/ytc/AAUvwnjt4kof8uAzVrS6h3gfeG9NB7ncwusB77IjSw=s176-c-k-c0x00ffffff-no-rj,False
278,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KeI_RtOznw,I feel the song is okayish. It is the production quality that is uplifting the music itself. Existing Tamil songs are more authentic. Hats off to the creative team.,2 months ago,Apocalypse Kat,UCWM2hZyf8L_6mf4lLpifn2A,2,https://yt3.ggpht.com/ytc/AAUvwniOX5akItPCbPumMdr4i5xQwHTIQ-l-5_z9oCe0=s176-c-k-c0x00ffffff-no-rj,False
279,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KeIUVSo_8z,Vaalthukkal team. We are waiting for your next album,2 months ago,Tech Master,UCHck9kZ7ruEhXoQucJLa36w,1,https://yt3.ggpht.com/ytc/AAUvwniqRIqnNWwNAgkKOjC9DRy4MlIbTa_UyaIJgowq=s176-c-k-c0x00ffffff-no-rj,False
280,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfUA3GOxUq,Qà,2 months ago,Neeraja Sasikumar,UCKTG7X5UhLAriPSNthctQ_A,0,https://yt3.ggpht.com/ytc/AAUvwnhwASb-yprYJjrIFagkh28agDTHBLDkLc46EOVTig=s176-c-k-c0x00ffffff-no-rj,False
281,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfU8_OaIVC,Qqq,2 months ago,Neeraja Sasikumar,UCKTG7X5UhLAriPSNthctQ_A,0,https://yt3.ggpht.com/ytc/AAUvwnhwASb-yprYJjrIFagkh28agDTHBLDkLc46EOVTig=s176-c-k-c0x00ffffff-no-rj,False
282,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfU82l_2rk,Qq,2 months ago,Neeraja Sasikumar,UCKTG7X5UhLAriPSNthctQ_A,0,https://yt3.ggpht.com/ytc/AAUvwnhwASb-yprYJjrIFagkh28agDTHBLDkLc46EOVTig=s176-c-k-c0x00ffffff-no-rj,False
283,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfU7vg_PDY,Super anna,2 months ago,Wricamcine 123,UCA-nT1bmTR8nojXs_Zdm-Og,0,https://yt3.ggpht.com/ytc/AAUvwngxenKAnMyom2zWetpewfhc9TSWIrr-UUEnDw=s176-c-k-c0x00ffffff-no-rj,False
284,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfU7VIpno_,Qqq,2 months ago,Neeraja Sasikumar,UCKTG7X5UhLAriPSNthctQ_A,0,https://yt3.ggpht.com/ytc/AAUvwnhwASb-yprYJjrIFagkh28agDTHBLDkLc46EOVTig=s176-c-k-c0x00ffffff-no-rj,False
285,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfU1huxkyz,1,2 months ago,Neeraja Sasikumar,UCKTG7X5UhLAriPSNthctQ_A,0,https://yt3.ggpht.com/ytc/AAUvwnhwASb-yprYJjrIFagkh28agDTHBLDkLc46EOVTig=s176-c-k-c0x00ffffff-no-rj,False
286,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfTNKaNgmb,B,2 months ago,Perarasu MK,UCQcaJzaC_Eb3w5Fs848VzWg,0,https://yt3.ggpht.com/ytc/AAUvwnjdpeFFAf8Gs5_7plgAXBWkw8P20dftB7RFNQVF=s176-c-k-c0x00ffffff-no-rj,False
287,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfTCqzoM1a,Definitely addictive one i didn’t count how many times i watched it ❤️ unique and amazing lyrics 👍🏻💐🎉,2 months ago,Nandhini Nandhu,UC1WnpHsqISlFRQXzboxwMOg,1,https://yt3.ggpht.com/ytc/AAUvwnjzWKKteCRtcTCeRVv2BB4pXxZfafZojik-FZK8=s176-c-k-c0x00ffffff-no-rj,False
288,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfSpy_jFV9,Bro if u don't mind plz translate in English bro,2 months ago,SHARATH KUMAR,UCaqK9Hh60nrgn5KE7dAettA,0,https://yt3.ggpht.com/ytc/AAUvwng8Q06ca2VjQ4S5nMWdKM6mFXdaJ78NslOIIr6AAQ=s176-c-k-c0x00ffffff-no-rj,False
289,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfSavFCrMl, @Asaai K  aiyeee....,2 months ago,babu rah,UCqNgY2GEyXu9guUDkn2F9Bg,0,https://yt3.ggpht.com/ytc/AAUvwnhpwDQ_mXismGFD3VOjX2hKevIFj22fADHFtA=s176-c-k-c0x00ffffff-no-rj,False
290,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfSD1v3m-X,"அருமை சிறப்பு வரிகளை சொல்லுவதால் இசையை..
இதையெல்லாம் தாண்டி அந்த ஆதி மனிதி போல உள்ள கெடா பல்லுக்காரிய மெச்சுவதா தெரியல தோழர்... பாடல் வரிகளையும் பதிவிட்டால் இன்னும் சிறப்பு...",2 months ago,Asaai K,UCp9_OVi_1AuKAKPfiXHRk3g,1,https://yt3.ggpht.com/ytc/AAUvwnhhYETBytHSGPIEJ6psAP_5Zt3SA46Aesb77w=s176-c-k-c0x00ffffff-no-rj,False
291,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfQZvqpLGl,தமிழரையும் தமிழ்நாட்டின் பெருமையும் உறக்க சொல்லுங்கள் நண்பா 👏👏👏👏💪💪🎼🎼🎶🎶🎤🎤,2 months ago,sivanandham Elangovan,UCvOHd1JUEVRRDXjK-TqjYCw,2,https://yt3.ggpht.com/ytc/AAUvwngF6a_UqYgHufjAeaXrRYgbnzMiOXTu0bPv1iAR=s176-c-k-c0x00ffffff-no-rj,False
292,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfQGSb6OvT,Amma romba mukkeyam,2 months ago,babu rah,UCqNgY2GEyXu9guUDkn2F9Bg,0,https://yt3.ggpht.com/ytc/AAUvwnhpwDQ_mXismGFD3VOjX2hKevIFj22fADHFtA=s176-c-k-c0x00ffffff-no-rj,False
293,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfQEB1xITC,Salute from Kerala 🔥🔥❤️,2 months ago,vipin kumar,UCOCCwaK1an_29Rz0xb_dg1w,0,https://yt3.ggpht.com/ytc/AAUvwnjpcHaFAO-XyH0p6Zjukp7umVeOzj5d5MRMTwvnnYI=s176-c-k-c0x00ffffff-no-rj,False
294,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfPiHwdSOW,ARiVu bro🔥❤️,2 months ago,vadi vel,UCiHlTRErDCc7AdjuMp7xHIQ,1,https://yt3.ggpht.com/ytc/AAUvwnhaA9GhcndydYcLsXinBQ0N1ho44Aajid1CCG4xPA=s176-c-k-c0x00ffffff-no-rj,False
295,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfPRXsCZXP, @Nithis Gowtham  yes,2 months ago,gvt selvan,UCZAJfhzy1Zt3Z4HNFIflChw,0,https://yt3.ggpht.com/ytc/AAUvwnhn19JSC_Cfa79PLjUrM2JrZsRvPZo3F7BPfg=s176-c-k-c0x00ffffff-no-rj,False
296,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfNvgt3k2I,Your Grandmother will be proud of you bro,2 months ago,sam rubin,UC4ejrZGk-PKAlKn_LJvR5qw,3,https://yt3.ggpht.com/ytc/AAUvwngktFcK8pe8vBGiR4m3xbX6l26peT8Drrc5vBceTQ=s176-c-k-c0x00ffffff-no-rj,False
297,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfMKvCRqf-,vara level bro..,2 months ago,Rakesh Kumar,UCeFcw3TsdtgvhQTP2agDF5A,0,https://yt3.ggpht.com/ytc/AAUvwnh_DEQLLpADL3ahEKW3uNgQOBXkAcSZWg-ALzHFUw=s176-c-k-c0x00ffffff-no-rj,False
298,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfLANgo_UH,நீ கலக்குயா,2 months ago,Vilambaram Victor,UC1dXRAhaNm61dPXlaHwIswQ,0,https://yt3.ggpht.com/ytc/AAUvwnjaPeki3Kv1UHvJtvYb-siD6OAYCz1v8rL02g=s176-c-k-c0x00ffffff-no-rj,False
299,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfHQ-qhVqI,அற்புதமான படைப்பு சகோ,2 months ago,Sylvester,UCQnhrBc6_UvA6MMOU2Jf4wQ,0,https://yt3.ggpht.com/ytc/AAUvwnhAlzBf2yxNFuzBisobriwSTVjCt1UbmmTOumTC=s176-c-k-c0x00ffffff-no-rj,False
300,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfHLunbDIE,Congrats arivu have a greatful year ahead,2 months ago,K.KALAISELVAN PHARMA PHARMA,UC8Ssjec3qjgzLL5fXhUAy3w,0,https://yt3.ggpht.com/ytc/AAUvwng41r3cXvKjCKEHxsnio90b6Gy0eclZu1pe_ntK5w=s176-c-k-c0x00ffffff-no-rj,False
301,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfGxsyROZQ,Pls tell his comment in english,2 months ago,TXC SPIDER,UCZdoJ1k6w1r8UK8hzhLRGnw,0,https://yt3.ggpht.com/ytc/AAUvwnhh3UxMahEXBB0Eby3F3HxohPReO_FtSfx4XJ3W=s176-c-k-c0x00ffffff-no-rj,False
302,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfGpQebwoc,அறிவு அண்ணா😍😍😍😍❤️,2 months ago,Kabilan Arivalagan,UCwfV2txcbD6o6KWfWqhASbQ,0,https://yt3.ggpht.com/ytc/AAUvwnhxGiHVEG17uItS8B52h94j6izq_hBd0hhx07GWVg=s176-c-k-c0x00ffffff-no-rj,False
303,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfFiQirdGV," @Sreerag Satheesh.S  He's Saying About Ours Grateful Of Diligence (Especially : Formers) To Ours Graceful Thee Ancestry.. For Who Brought Us In This World.. 

And Also Giving Thank For Parents, Colleagues And Comrades Of This Song..",2 months ago (edited),Jai Surya G,UCstG8ffQYCg-umt--_Oj3_w,0,https://yt3.ggpht.com/ytc/AAUvwnjR9q5v2uEmcNy6zK7wAeYVcEhWN08g7vo8e0QCyg=s176-c-k-c0x00ffffff-no-rj,False
304,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfF6FIABuv,வானத்தின் கீழ் அனைவரும் சமம்,2 months ago,hemanathan hemanathan,UCCL71Jlv_YOdgmd1ziTt8lQ,2,https://yt3.ggpht.com/ytc/AAUvwnj2vEJgwH7li22CO9vGcgt0-RGW31Q4l4Lptw=s176-c-k-c0x00ffffff-no-rj,False
305,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfEy6OWs8h,This is a beautiful song.... Go forward with this ❤️,2 months ago,Shatakshi Kashyap,UCsDgnCf7mdEyaI0iuUmxbJA,0,https://yt3.ggpht.com/ytc/AAUvwngmUw3eswTt3V-ylTn2P8pItNu375VY7Bgwh16Tlgs=s176-c-k-c0x00ffffff-no-rj,False
306,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfEVR6RGOg,Vera level I love it,2 months ago,Ashok kumar,UC5Cpcgi2r_yz_aLsaT9tsfQ,0,https://yt3.ggpht.com/ytc/AAUvwnhQsPBsAL2b87frVw6CI59FBgiVlUdUrX7qPgIGbQ=s176-c-k-c0x00ffffff-no-rj,False
307,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfE3FKHKYP,"Can anyone translate this in malayalam or English??
Please ..
I wanna know why its pinned.. 🥺😁",2 months ago,Sreerag Satheesh.S,UCXF1e5QNGhqHAfN1GUR5k8w,0,https://yt3.ggpht.com/ytc/AAUvwniTNuGpb5UWoQl2vsLHk757exiv50u2KrpHXmcGgg=s176-c-k-c0x00ffffff-no-rj,False
308,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfDf-Ud5iP, @Maddy Thila  அப்ப போனை துக்கிப் போட்டுட்டு.. தீத்து பாத்துட்டு.. போய் விவசாயம் பண்ணுடா எம் Jummnie😒,2 months ago,Jai Surya G,UCstG8ffQYCg-umt--_Oj3_w,0,https://yt3.ggpht.com/ytc/AAUvwnjR9q5v2uEmcNy6zK7wAeYVcEhWN08g7vo8e0QCyg=s176-c-k-c0x00ffffff-no-rj,False
309,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfD4KkBjWw," @janaa nayagan  அம்மாயி : அம்மாச்சி ( அம்மாவின் அம்மா )
அம்பாரி : யானை மீது அமர பன்படுத்தபடும் சேணம் ( கடிவாள இருக்கை ) Simply Saddle..
மும்மாரி : ""மாதம் + மும்மாரி"" என்பது என்ன கணக்கு என்றால், வேதம் ஓதும் வேதியற்கொரு மழை, நீதி வழுவா செங்கோலுக்கொரு மழை, பத்தினிப் பெண்களுக்கொரு மழை

Now You Got It..!🙂",2 months ago,Jai Surya G,UCstG8ffQYCg-umt--_Oj3_w,3,https://yt3.ggpht.com/ytc/AAUvwnjR9q5v2uEmcNy6zK7wAeYVcEhWN08g7vo8e0QCyg=s176-c-k-c0x00ffffff-no-rj,False
310,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfD0MIbi9y,Vera level bro 😍,2 months ago,Logeshwaran Ramasamy,UCS1-FMZsit1eCuvvYJLP8fA,0,https://yt3.ggpht.com/ytc/AAUvwni3KzwDhwRHoHI5NMQmuz_3wrqjHVVPIHQ-98VbZQ=s176-c-k-c0x00ffffff-no-rj,False
311,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfChZ7hRak,Superaaah irundhuchu thala... The making video and music... Vera dimension thinking 😘,2 months ago,Wassim,UCnJpx9gVcLSgi2RJV2dwomw,0,https://yt3.ggpht.com/ytc/AAUvwniKrYn76ytP0wq79F5vYsUEMQ9Yf_jzToyXhQ=s176-c-k-c0x00ffffff-no-rj,False
312,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfBL4TqRhU,"இந்த Song பத்தி சொல்லனும்னா.. Just Out Of The World🤩
அறிவு அண்ணா.. You Just Killed It 💥
Electrifying Work From SaNa, Dhee & Arivi🔥🥳

எனக்கு ஒரு ரொம்ப நாள் ஏக்கம்..😢
World க்கு Pop Song மாதிரி
South Korea க்கு K-pop மாதிரி
தமிழ் நாட்டுக்குனு ஒரு Non-Cinematic க்கா T-Popனு புது Pop Culture வரனும்னு ரொம்ப ஆசை..😃
இதுக்கு முன்னாடி நிறையா Independent Artists Try பண்ணிருக்காங்க.. But இந்த அளவுக்கு எதுவும் எனக்கு தெரிஞ்சு Work-out ஆனது இல்ல..😖
எல்லாம் Start பண்ண உடனே.. Workout ஆகலனு Give-Up பண்ணிட்டு போய்டுவாங்க..😞

Wow..! But You Guys..🤩
Thank You To MAAJJA For That Grateful Initiative..🤗
Hats-off To You..🙌
Spanish க்கு Canal Kondzilla மாதிரி..
T-Pop க்கு நீங்க வருவிங்கனு நம்புரேன்..😃

என்னதான் தமிழ்லயும் உலகளாவிய தரத்துல World-class Sound-Engineers & Composers, DJs & MCs, Amazing Lyricist, Awesome Singers & Rapers, Wonderful Dancers & Choreographers, Magnificent Cinematographers & Creators இருந்தாலும்..
உலக அளவில் நாம இன்னும் பட்டை தீட்டப் படாத வைரமாவே (A Gem Without Shine) இருக்கோம்..🥺

தமிழ்ல இருந்து..
Marshmallow, Alan Walker, DJ Snake, David Guetta, Steve Aoki.. மாதிரி DJs And MCs ஆகவும்..
One Direction, Imagine Dragons, Maroon 5, Blackpink, BTS மாதிரியான Well Polished Artist Group-ம் Born ஆகனும்னு ரொம்ப.. ரொம்ப.. ரொம்ப ஆசை..🙂

தமிழையும்.. தமிழிசையையும்.. தமிழிசைக் கலைஞர்களையும் உலகளாவிய புகழுக்கு கூட்டி செல்லுவீர்கள் என உங்களை நான் மிகவும் நம்புறேன்..😇

First upol இதெல்லாம் படிப்பிங்கலானே தேரியல.. Whatever என் மனக் குமுறல்களை எல்லாம் கொட்டித்தீர்த்துட்ட..😇

I'm Just Counding You Guys..!☺️",2 months ago,Jai Surya G,UCstG8ffQYCg-umt--_Oj3_w,2,https://yt3.ggpht.com/ytc/AAUvwnjR9q5v2uEmcNy6zK7wAeYVcEhWN08g7vo8e0QCyg=s176-c-k-c0x00ffffff-no-rj,False
313,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfAHzZVT4M,மிகவும் அருமை🥰😍🥰,2 months ago,suresh Kumar,UCAsPeauhn4HjR4iRoNfafdA,0,https://yt3.ggpht.com/ytc/AAUvwng1agbcTmbtbmk23ZGYBCLur9Ef2w17YvvBgm3MZQ=s176-c-k-c0x00ffffff-no-rj,False
314,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf8dW0J0xO,"Arivu ,

#2.90  ku

அன்ப அள்ளி
விதைச்சிருந்த! 
அன்ப மட்டும் விதைச்சிருந்த!
 
எதிர்பார்த்து
வருமுன்னு கண்ணீரை விட்டுருந்தேன் .

Intha lyrics neenga paadanum .romba nalla irukum",2 months ago,Iyyanar R,UCz5fuc150S-MEzqzxBN8IXg,1,https://yt3.ggpht.com/ytc/AAUvwniaob-FbcGAw3j9UNKWlHYF_h0C4quIryydcTwP=s176-c-k-c0x00ffffff-no-rj,False
315,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf8cTzVnIi,"Arumaiyana varigal 👍👏👏 aazhamana karuthu, vali, urimai , porattam thadhumbum varigal vaarthaigal 👏👏👏👏 many places I choked and listening on loops !!!",2 months ago,dharmadha shree krishnan,UCvVmbiuqwQAFVxwhBEdlBrA,0,https://yt3.ggpht.com/ytc/AAUvwnh_6tii2En3czp4bHrkfNrUHY4cHWNMUp1oTMex8-s=s176-c-k-c0x00ffffff-no-rj,False
316,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf7Rdj-fJT,சத்தியமாக சொல்கிறோம் மிகவும் வித்தியாசமாக அருமையாக உள்ளது,2 months ago,Anand selva kumar,UCPwWErEjKAWTSv8ICtU9HEQ,1,https://yt3.ggpht.com/ytc/AAUvwngI5Uaw3lsX6VQw2K1WEbio8mHCzn5PgCZ3Xp6Jtw=s176-c-k-c0x00ffffff-no-rj,False
317,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf6mklqzKc,Un muyarchi vetri adayattum,2 months ago,Murali dharan,UCkVJoeL8IDHYdKvl6vHMCsQ,0,https://yt3.ggpht.com/ytc/AAUvwnhoc492zeNoSVcEkg8JPjpQhJlE8gvbYuHkxvZG=s176-c-k-c0x00ffffff-no-rj,False
318,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf6F94G9Ln,"vera level song, lots of love from Austria",2 months ago,Shiny,UCStk27RrL0m7dMkieIzpChQ,0,https://yt3.ggpht.com/ytc/AAUvwnjYQsmRqCr4repdxL3WpDAs2q30l88255NaZOTHx8o=s176-c-k-c0x00ffffff-no-rj,False
319,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf4m8IJ09_,"எல்லாமே அழகு..
எல்லோரும் அழகு..
பாடல் அழகு..
பாடல் வரிகள் அழகு..
இசை அழகு..
உங்கள் அனைவரின் உழைப்பு அழகு..
வாழ்த்துக்கள்..",2 months ago,Ramesh Maha,UCfHnaxlZ3iDd4UqO-2BnIUA,4,https://yt3.ggpht.com/ytc/AAUvwnhGVn5gbOfKmfWAJwflJznZrBURcgJEZZKH1w=s176-c-k-c0x00ffffff-no-rj,False
320,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf3xbDjLbF,Your fan from Malaysia-- 🇲🇾  hope can meet you brother-- 🙏  keep going 💪,2 months ago,Ebenezer Munesh,UCX7ESu1L9npbkAyPNJuHq7w,0,https://yt3.ggpht.com/ytc/AAUvwnj5l03LUQny2OfX5tz1V24NhS6m0qBYjo-L7A=s176-c-k-c0x00ffffff-no-rj,False
321,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf2No-wvEs,"Ayyenta mone... ❤️❤️❤️❤️ World class cinematography..  Visheyam..
#poli_sanam_myr
Love from kerala❤️❤️❤️",2 months ago,VIGNESH KISHORE,UC3AKmDy0zXK03Uc3ZhxUjDQ,1,https://yt3.ggpht.com/ytc/AAUvwnhR_Yssh_Auxx32hlr4784sng3ina7kabaWrCTZ=s176-c-k-c0x00ffffff-no-rj,False
322,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf1mEbhAMh,We waiting for your next album... Lot of Love form 🇲🇾,2 months ago,Suthan Renganathan,UCEX-c7QMdMPS4PEgnJZmt0A,0,https://yt3.ggpht.com/ytc/AAUvwniUc49n1EL9jZDga7OMUoC4KmXaxd4K2kaeUi_N=s176-c-k-c0x00ffffff-no-rj,False
323,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf1crO0Vag,"From now, I’m your fan Arivu 🇲🇾",2 months ago,Suthan Renganathan,UCEX-c7QMdMPS4PEgnJZmt0A,0,https://yt3.ggpht.com/ytc/AAUvwniUc49n1EL9jZDga7OMUoC4KmXaxd4K2kaeUi_N=s176-c-k-c0x00ffffff-no-rj,False
324,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kf0ZQ_88jf,"எனக்கு
நல்லபடி வாழச்சொல்லி இந்த மண்ண கொடுத்தானே பூர்வகுடி
பிடிக்கும் இதை எங்களுக்காக போராடிய அனைத்து மாவீரர்களுக்கும் சமர்ப்பிக்கறேனஎ",2 months ago,புவி Puvi,UC2xA3Z0T-X1jAS2Xzo089lw,6,https://yt3.ggpht.com/ytc/AAUvwnho4vHj9dnz2_u6HYM0uzcPH3J-arK7J_VC-dJK=s176-c-k-c0x00ffffff-no-rj,False
325,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KezhZeqd8c,Vera vera ✌🏻✌🏻✌🏻❤️❤️,2 months ago,Danu Tanu,UCRuHd4rKZqDfZICv02MKyew,1,https://yt3.ggpht.com/ytc/AAUvwnjQmYhO-HvwjKAMPtaEEd_ivV5Ch4o7w6b8oQjJVHk=s176-c-k-c0x00ffffff-no-rj,False
326,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KeyoGWnCGJ,Bro U Nailed it Totally _ The Lyrics is Peak_ Im proud we are also part our community that we came from india to work in plantation_ as living in srilanka_ I saw  your speech in Audio Launch_ really i feel a bond _ we are so proud you Arivu_ go ahead_  Thamilarashan From Srilanka,2 months ago,Arashan Production,UCqHlrnHCKGbNjyV6lad30iA,0,https://yt3.ggpht.com/ytc/AAUvwnhaUz4ugPMJEGkiYLaQc7LLjqfuk7mDTQoOV_jMKw=s176-c-k-c0x00ffffff-no-rj,False
327,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KexJeiiTBv,அருமை நண்பா பாடல் சிறப்பு,2 months ago,Ashai Thambi,UC_rEFsqxRrOrP41LdI2sjaA,0,https://yt3.ggpht.com/ytc/AAUvwnj6YInR4pBP_Zb9JW-BhEYdCVhhzNb-HA5Bj_lqhg=s176-c-k-c0x00ffffff-no-rj,False
328,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KewNlqTJNU,Thala awesome singing,2 months ago,Arun Kumar CR7,UC9-f1hWBgJt15lc_O_WTKfw,0,https://yt3.ggpht.com/ytc/AAUvwnjfLqy0fQed6mbphuDrwLo1KSpgbSB8YTFQV-CK=s176-c-k-c0x00ffffff-no-rj,False
329,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KevTyUQIGv,Lyrics 👌,2 months ago,Prakash Alagasan,UCEGK6yZMu0cH3kcoZ-Ir-ng,0,https://yt3.ggpht.com/ytc/AAUvwnhDPIRGtrt5pKZaJOpQxwsLp8il65qGAQjkSQ=s176-c-k-c0x00ffffff-no-rj,False
330,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfuZOSBCMs,Arivu anna romba miss panra,2 months ago,சரத் குமார் மு,UCrC5nJwpDqwwdWaqFKQJ1Fg,0,https://yt3.ggpht.com/ytc/AAUvwngl3cvL9NOtVM1MqaeIqQU76AO2mZrMUpk4fgpQ=s176-c-k-c0x00ffffff-no-rj,False
331,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfuUjr6yJR,Semaiya irruku Thalaiva voice Vera level and video editing Vera level bro and hats 🤯🤯🤯 to you and your team bro,2 months ago,Niranjan 007,UCnoopnW9PBPfzVzZx7zbARA,0,https://yt3.ggpht.com/ytc/AAUvwngQbEom2Cv--cVjhz2PyYBY7LOu50ppjjNTc1TI5Q=s176-c-k-c0x00ffffff-no-rj,False
332,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfuIfiaZ7X,Bro🌺😘,2 months ago,Subin 22,UCTMpjPW-eqgR_n8j36QLp9Q,0,https://yt3.ggpht.com/ytc/AAUvwngTQ57LRa5XJqNSUuVWFvu0KirK1BSfA5Cbrjax=s176-c-k-c0x00ffffff-no-rj,False
333,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KfuAfn0gqw,அருமையான வரிகள்!!!,2 months ago,Nandhini Ramasamy,UCj66SI0NXXjmFtuc-G0LzZg,0,https://yt3.ggpht.com/ytc/AAUvwniRqoVkT0VlroztQPO1V14WkXoyHBiPdoNKwd51=s176-c-k-c0x00ffffff-no-rj,False
334,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Kfs8vJ8ssu,Ennayaa panni vechurukaa... Thookam pochu.. paatu mudinja apromum ketukite irukku....கடலே..கரையே.. வனமே...ஜனமே...இடமே..தடமே... Ennaaa lyrics... Dhee Enna voice 🔥🔥🔥,2 months ago,Ar Jasim,UCAbBXhL4lartDbp5Kmey7Ew,2,https://yt3.ggpht.com/ytc/AAUvwnggFh_YgHl-TWfQxDq69yBGNf06Gg-mGbcxF-Fb=s176-c-k-c0x00ffffff-no-rj,False
