,cid,text,time,author,channel,votes,photo,heart
0,Ugydp2BhL4reTch7S_l4AaABAg,Poliii,32 minutes ago,nithya and friends,UCPWgQV1U5AyNnAcl7hkIi2A,0,https://yt3.ggpht.com/ytc/AAUvwnhQdMhUWxImRJKQK8h4J7C-p_FVSi8yCfZBtA=s176-c-k-c0x00ffffff-no-rj,False
1,UgwNtyDFguc4VvlTVkJ4AaABAg,200M 😍😍,27 minutes ago,Shahida Pk,UCpwxU4KLqUuipuB3Lcns9YA,0,https://yt3.ggpht.com/ytc/AAUvwnjlHUsCp47GG0apEiPPawTtNBpzy619XFhOANXUeS3QnIwycHdBkxmZLBMUAGjO=s176-c-k-c0x00ffffff-no-rj,False
2,UgzHO5tjJ64sxwNbqRZ4AaABAg,💔💓💥💥,27 minutes ago,Moorthi Gokul,UCPx1Z1rnuY06LSW-vrMusGg,0,https://yt3.ggpht.com/ytc/AAUvwnghkVRI54kN-F1h6mJ_lhHVqvaeTMnh1MDSdA=s176-c-k-c0x00ffffff-no-rj,False
3,UgwpXq14_IiqOh-muiB4AaABAg,Good song,26 minutes ago,Madhumita videos dance 🩰,UCOy1To6db4tkiXKN1yisjqw,0,https://yt3.ggpht.com/xNjy_fjO_ppq3bXdltR1a5b0WHDJ9Plau37yYB0YkPl6g3fwjIjmJV_heeHd5ySqCJLUlWdZJmg=s176-c-k-c0x00ffffff-no-rj,False
4,Ugy9ymIMv4nfCmGcwFx4AaABAg,I love this song 🎵❤️(From France 🇫🇷),25 minutes ago,Thaya Vaithi,UCqVirCvmAgsWYNLsH-OAv1w,0,https://yt3.ggpht.com/ytc/AAUvwnh-wj3HQa-wszL8t-zsKn5SW5Kwc3eVAk31aA=s176-c-k-c0x00ffffff-no-rj,False
5,UgwWbOnnOjMnSjUp2l94AaABAg,This is best song for Oscar award,24 minutes ago,Royal Britto,UChhG4oaDCyOaxMZepqtwmBA,0,https://yt3.ggpht.com/ytc/AAUvwniA9UPCo8VNVkS67d3UcQmvj_APYQ-LNQU78A=s176-c-k-c0x00ffffff-no-rj,False
6,UgymZE1jqV5SoDAoMVN4AaABAg,Who else listen this daily?? 💕🎶💖🎶❤️🎶💓🎶💞🎶💔🎶❣️🎶💘🎶💝,23 minutes ago,silpa raj,UCcEbFZf6h1ulVAnWkjs235g,0,https://yt3.ggpht.com/ytc/AAUvwnjAMaS17Q2d2wBkhjDWAbL2lRZboGLs2el61A=s176-c-k-c0x00ffffff-no-rj,False
7,UgykpN22SBnphEJiyQ14AaABAg,Who else listen this daily?? 💕🎶💖🎶❤️🎶💓🎶💞🎶💔🎶❣️🎶💘🎶💝,23 minutes ago,silpa raj,UCcEbFZf6h1ulVAnWkjs235g,0,https://yt3.ggpht.com/ytc/AAUvwnjAMaS17Q2d2wBkhjDWAbL2lRZboGLs2el61A=s176-c-k-c0x00ffffff-no-rj,False
8,UgzBv6sweMGE-VZFl1x4AaABAg,Father music ❤️ daughter voice super combination,22 minutes ago,Dinesh Selvi,UC0YMfgE0BspUwM0a4P4P4iA,1,https://yt3.ggpht.com/ytc/AAUvwngkcT-Q0U_US3HByIwA2EzjQYJKnJObSlq4wA=s176-c-k-c0x00ffffff-no-rj,False
9,Ugywf4FhEnidLia73hh4AaABAg,தமிழ் எப்போதும் அழியாது.,17 minutes ago,radhakrishnan ramachandran,UCgSD9u-ZcsQyYX6AwgP6MZw,0,https://yt3.ggpht.com/ytc/AAUvwnhuELtOOH-U65yWUc7D7-aRkT0SgMGNp7SUGup8=s176-c-k-c0x00ffffff-no-rj,False
10,UgxWgThmUteWv1_0uzR4AaABAg,Dr composer. What is the meaning of the song...?,16 minutes ago,THIRUMURUGAN NATARAJ,UCJ5g7Kn5PEE1pNmdZnv5qcg,0,https://yt3.ggpht.com/ytc/AAUvwngXYD1f2SpyYPNPBHpup_TKUCwdoCZwKp4umvrurQQ=s176-c-k-c0x00ffffff-no-rj,False
11,Ugx8yHwzIDR6iuwLnmx4AaABAg,STRE@M THIS !!!!,14 minutes ago,Stre@m enjoy enjaami or else you gonna be kill,UCsczvDIZRbsRkbu1KttM2Zg,1,https://yt3.ggpht.com/9cF52yl4-tncmFiX0-b5CgDYa2YO4VH3X7NesW1HXzMjvZhLQHvuk96JWPdI69O598oXkunIGvg=s176-c-k-c0x00ffffff-no-rj,False
12,Ugxs7purnRkeIb9c4_p4AaABAg,இந்த பாதை 1B view kondu polam. Dailium paapom. Support kaaminga 👍,13 minutes ago,Ramesh,UCETlUQXQLv-JznvYrmIIRuQ,0,https://yt3.ggpht.com/ytc/AAUvwngrtLbgumHdCgIyec5fqmguUbQNLdFhQu7RbeVT-w=s176-c-k-c0x00ffffff-no-rj,False
13,Ugw90RjOysoVbzg8IY94AaABAg,Naa Partha first 200million  viewed video this only,12 minutes ago,Sankar Sankar,UCQefcCf-QrS3UoSv1DXhU3w,0,https://yt3.ggpht.com/ytc/AAUvwngjmlPfa7rAUf_TFci4LhOra2Y5dD69-obaQw=s176-c-k-c0x00ffffff-no-rj,False
14,Ugyx0wLOPknu5cQrdUV4AaABAg,Any BTS army's here 😁,9 minutes ago,Smruthi Smruthi,UCvqrLb9--g7nln-CobppikQ,0,https://yt3.ggpht.com/ytc/AAUvwngNpMeTPATfTETttL8sbmixxwuR-bNgaPuqsA=s176-c-k-c0x00ffffff-no-rj,False
15,UgzRnWWS74HkHImpal14AaABAg,guruvignesh,8 minutes ago,guru vignesh,UCsnmKBNpoJ9FFcIsemoWTWg,0,https://yt3.ggpht.com/ytc/AAUvwngHx3QrAetCHaYppwHVMJikh4YxQjZslcYMbC7Nuw=s176-c-k-c0x00ffffff-no-rj,False
16,UgxPsMlbQECzzyWNIx14AaABAg,Katy Perry Roar song.... laga undhi,8 minutes ago,sai krishna,UCl9gSCTL7uwQ8vxoda1fqsA,0,https://yt3.ggpht.com/ytc/AAUvwnh1vlwTlpfMq6WxeYOzmWdhhVk1_IZ5KZYDYwZmJA=s176-c-k-c0x00ffffff-no-rj,False
17,Ugy7KwVLBfA4LNH11fp4AaABAg,guruvignesh,8 minutes ago,guru vignesh,UCsnmKBNpoJ9FFcIsemoWTWg,0,https://yt3.ggpht.com/ytc/AAUvwngHx3QrAetCHaYppwHVMJikh4YxQjZslcYMbC7Nuw=s176-c-k-c0x00ffffff-no-rj,False
18,UgzGUjMWCO90xkiQNmR4AaABAg,ரொம்ப சூப்பரா சொன்னிங்க மண்ணு விவசாயம் மக்கள்,4 minutes ago,Shahul Hameed,UCwlBNsSgfUhgI3PVR7inOAg,0,https://yt3.ggpht.com/ytc/AAUvwnjWdmcDO62gzy1UjMKZi2vlAc2RBLrxi6LG4A=s176-c-k-c0x00ffffff-no-rj,False
19,UgwuF2ZS2TaaRJY1YYZ4AaABAg,"பாடுபட்ட மக்கா, வரப்பு மேட்டுக்காரா,
வேர்வத்தண்ணி சொக்கா
மினுக்கும் நாட்டுக்காரா!!

-------------------------------------

என் அம்மம்மா வள்ளியம்மாவுக்கு இந்தப் பாடல் பரிசு ..
பாடகர் நண்பர் தீ , மற்றும் இசையமைப்பாளர் சந்தோஷ் நாராயணன் அவர்களுக்கு நன்றிகள் .
எஞ்சாய் எஞ்சாமி !!
- பேரன்புடன் அறிவு..",2 months ago,Therukural Arivu,UCWRWprd77oT2rBq9s_W5SfQ,170K,https://yt3.ggpht.com/ytc/AAUvwnghpmPkngxBnAz3WUaz9CH_xY9d_izPixAHL4u3=s176-c-k-c0x00ffffff-no-rj,True
20,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_CbcFaANj,Thala vera level thala nee🔥🔥,2 months ago,BHARATH G,UCbDQXSngTS80njL4IbnUEfg,276,https://yt3.ggpht.com/ytc/AAUvwni2Srjzh6f7XQ5AL8bT8x16Xh7N5ANeV5TbMTPAog=s176-c-k-c0x00ffffff-no-rj,False
21,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_3g8_hfTt,லவ்யு ப்ரோ🥳🥰🥰,2 months ago,Arun shanko,UCJACK-P-SPKyT4aqrEeG-jw,279,https://yt3.ggpht.com/ytc/AAUvwnixmxnWx3R-aB_7dTPkiiyAY5itR09oAfl3eRTqWw=s176-c-k-c0x00ffffff-no-rj,False
22,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_2TDMNFaP,Enjoy enjaami vaango vaango onaagi enjoy enjaami ❤😎🔥,2 months ago,HV7,UCqorHqNWaJthwU4QUtIrBMQ,407,https://yt3.ggpht.com/ytc/AAUvwnjqu3BfeUXei1SHXAJKy0bU6uWUgHdtvSoF7qJuIA=s176-c-k-c0x00ffffff-no-rj,False
23,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_1uWLW58b,Vaalthukkal from Sri Lanka,2 months ago,Anoth Gjo,UCrVuVGLEO79NLfp688GazOw,519,https://yt3.ggpht.com/ytc/AAUvwnh8rf9lX1-lTVzU4DIC0UcUhaza3lAbqvMihghC9A=s176-c-k-c0x00ffffff-no-rj,False
24,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_1EL-bSED,Long way to go man....fangirl♥️,2 months ago,divyabharathi sundaram,UCMskD4b1fpUwcs93huqWuuQ,382,https://yt3.ggpht.com/ytc/AAUvwnjB8xGLdv8xGcOVaTDmBWnHTgc7q-qFZ9iENQ=s176-c-k-c0x00ffffff-no-rj,False
25,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KZOlqhuyuQ,Waiting laye veri erudhey,2 months ago,aadarsh hanuman,UCXgnme2vBCGw7iizH3P394A,349,https://yt3.ggpht.com/ytc/AAUvwnj5pK74N0B2BKg0XJjlziKfTJncMWCeY32-J_9z=s176-c-k-c0x00ffffff-no-rj,False
26,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KZHTorKcMo,Valthukal from Malaysia bro....u gonna rock it,2 months ago,Muhammad Isa,UC-4HKO54GliXKj2BQCX9AmA,842,https://yt3.ggpht.com/ytc/AAUvwnhU2-g2ey7GjdcOBEGNGBSUgqNIDmi5uLlwxoDFjg=s176-c-k-c0x00ffffff-no-rj,False
27,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KZ7Q3REeLb,"பாடல் மிகவும் அற்புதம் தோழர்..💐💐.திரும்ப திரும்ப கேட்க தூண்டுகிறது...தீ அவர்களின் குரலில்  உங்கள் வரிகள் பேரருமை...""நல்லபடி வாழ சொல்லி இந்த மண்ண குடுத்தானே பூர்வகுடி """,2 months ago (edited),Nithis Gowtham,UC4tVELPxUYrZgbO87WoDmTQ,2.3K,https://yt3.ggpht.com/ytc/AAUvwnitYaq_Y7A1yJCtwGiQ_utzU1zG85aZ47ujoA=s176-c-k-c0x00ffffff-no-rj,False
28,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KZ6yU0e66k,Waiting waiting waiting 😎,2 months ago,shuban varma,UCEC0Jw9Uem-5y0eJstOR3dA,1K,https://yt3.ggpht.com/ytc/AAUvwniN30pMUGtuV6tCY96F9h392kmCn7mGM6oRCg=s176-c-k-c0x00ffffff-no-rj,False
29,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KZ5xYgd7-v,❤💥,2 months ago,Sai Santhosh S,UCUl0waxbuGXyBzguUZeNAXw,1.5K,https://yt3.ggpht.com/ytc/AAUvwngX2xNmVe4EaYBiA5kxjNmXmDoRFhvC1as_kQrElg=s176-c-k-c0x00ffffff-no-rj,False
30,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_jMfXr4C0,"Super nanba,",2 months ago,Subash Royal,UCmPp_PI7eY9ixyNyxk4HMXA,7,https://yt3.ggpht.com/ytc/AAUvwngvIGJJuHhal3e5jyfmM_Ra988C0UjCoBmGUg=s176-c-k-c0x00ffffff-no-rj,False
31,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_jKN5jZCW,hearing in repet mode bro,2 months ago,velraj baikampady,UCtfHOtJg_6llIaczpotKSww,14,https://yt3.ggpht.com/ytc/AAUvwni6uYQFj_GwaXDs4eLH1N6yKfO1yzA8W5_MLbZDPa8=s176-c-k-c0x00ffffff-no-rj,False
32,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_j0NuoboZ,Vera mari.... Vera mari....,2 months ago (edited),Gayathri Siva,UC4fp4_LlqDRxDkjT3lGVR-w,9,https://yt3.ggpht.com/ytc/AAUvwnirU5yEqkCpmwkTXuVPURiIN83hqaWufQM4IbfoNw=s176-c-k-c0x00ffffff-no-rj,False
33,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_i5OS6vZv,"அறிவு சகோ,, நன்றிகள் & வாழ்த்துகள்",2 months ago,Dhinagar Jose,UC5SwDdYKCFEMNHSIc48AN8A,11,https://yt3.ggpht.com/ytc/AAUvwnhPKlSCKFKT6pmbX-FhxhwZi_B1vDHuPd99zBlzOQ=s176-c-k-c0x00ffffff-no-rj,False
34,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_hpuX0PNu,❤️❤️❤️❤️,2 months ago,Valli Vijay,UCJlf1S0M_LcN64icxNINLEw,4,https://yt3.ggpht.com/ytc/AAUvwngfUb18sdhOtMBa5VIK-TgnRXgB8FDb0vREGOHLMc8=s176-c-k-c0x00ffffff-no-rj,False
35,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_hmatgNzY,"Bro good working growing bigger the song is tempting to leasen many  times have a good futher become 
A grant music producer do more 
Songs",2 months ago,py01 expose,UCKm1Bi-51CoXWcSfBCeFs5A,6,https://yt3.ggpht.com/ytc/AAUvwnh9JMjB-lRH0MjLXqmLg84ZobPk1vPyDvWWEjp_jg=s176-c-k-c0x00ffffff-no-rj,False
36,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_hLu0WgE5,Congrats bro song👏👏👏👏👏👏,2 months ago,Abinaya Abinaya,UCoieetsBQSy65eMPSCBN6Qg,9,https://yt3.ggpht.com/ytc/AAUvwniX4ebQ0xGIknCNXYnxq8dZgxei0upqozVgTlI=s176-c-k-c0x00ffffff-no-rj,False
37,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_gR1UnOLp,"Keep giving us more words with your lyrics and voice arivu brother
Dhee sister. your voice just outstanding
Sathosh sir .your music is always bliss",2 months ago,Mani mozhi,UCxjZXKnx6IUNw8K7zrwUacQ,16,https://yt3.ggpht.com/ytc/AAUvwnis5z37NtxH1jl7C2achiOpqcBvcaidEsAm8w=s176-c-k-c0x00ffffff-no-rj,False
38,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_fYcVvQBB,சிறப்பான தரமான சம்பவம் 🔥🔥🔥,2 months ago,HARI-V a.k.a 2HarsH,UCXxjqXRgIdA04u44IwfbHAQ,14,https://yt3.ggpht.com/ytc/AAUvwniAbp5dEZiFZtC2gD_rzau3erUXmS8H8iOljcaczg=s176-c-k-c0x00ffffff-no-rj,False
39,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_ewMk43rr,செம நண்பா...,2 months ago,Mathan The Explorer,UC6-fAgACVTL6JrHg2JnF9Bg,11,https://yt3.ggpht.com/ytc/AAUvwngfafWwAAmNrhN1Wb-RU6_mbv7YesVLt1iXNpNq=s176-c-k-c0x00ffffff-no-rj,False
40,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_d1K2wpcW,Idhu than next level poratum ... Bro vara level message 👍,2 months ago,samson anand,UCke07T8bs47AeegD5SHLvgg,14,https://yt3.ggpht.com/ytc/AAUvwnhJrstG8Vb3zuMpWqEC_ApnKp-H9UMWfeRn6DS_Sw=s176-c-k-c0x00ffffff-no-rj,False
41,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_cwMZ_1Xj,@therukural arivu bro samma 🔥,2 months ago,samson anand,UCke07T8bs47AeegD5SHLvgg,13,https://yt3.ggpht.com/ytc/AAUvwnhJrstG8Vb3zuMpWqEC_ApnKp-H9UMWfeRn6DS_Sw=s176-c-k-c0x00ffffff-no-rj,False
42,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_cJk1n-nZ,"Vera level Dee , Arivu and santhosh",2 months ago,Trending Exclusive,UCtQPXrrbqjNKwF4jaeWFndA,19,https://yt3.ggpht.com/ytc/AAUvwnjFVqEj_Q1TjrUigxfmcbVDOG48VtKN4xTc8aSh=s176-c-k-c0x00ffffff-no-rj,False
43,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_akos-RXE,Thanks for the lyrics❤️🔥,2 months ago,hp studios,UCgBKaMn2x0jTg61VuSVR8CQ,18,https://yt3.ggpht.com/ytc/AAUvwnh38eNtUAalmm-aUYsojJ7gAcz_wnCJ_pG10VZ8vA=s176-c-k-c0x00ffffff-no-rj,False
44,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K__lUa_NiC,Arumai arivu,2 months ago,Gowtham Natarajan,UCiehX9-Gj8q4qZS7vi5M-8g,13,https://yt3.ggpht.com/ytc/AAUvwniC1CXWS88iOgCBPNYjQU_WxybUZxf5LAZbtL_3UoQ=s176-c-k-c0x00ffffff-no-rj,False
45,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K__WTcAMPt,வாழ்த்துகள்🎊,2 months ago,Jaya Kumar,UCCADQq9eSVNTSJBfb803PzQ,12,https://yt3.ggpht.com/ytc/AAUvwngYH7af7Czy-_NtGTVBYiFCRWc2L-r6Wmz0a2al=s176-c-k-c0x00ffffff-no-rj,False
46,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_Zif6rEnS,100 times keten bro 🔥 Vera level,2 months ago,Rajkumar Jaydheep,UCqSg1jnRJkx4jMLSx3Hhgqg,46,https://yt3.ggpht.com/ytc/AAUvwngGNp_dKdY3TvCgjyUmEnyRdSUwVPgmCwXJeq2S=s176-c-k-c0x00ffffff-no-rj,False
47,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_YD5aG7TF,Getting Goosebumps Bro❤💥 Arivu you are something beyond 🤏🏻🔥💯,2 months ago,Samuel Herbert,UC0cdQ_2NbX63V8caGBH5Wrw,21,https://yt3.ggpht.com/ytc/AAUvwnjr66G4t3cqaGiyQWaP-DgL_Ngw6J7VQ3Fuqypsjw=s176-c-k-c0x00ffffff-no-rj,False
48,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_W2zEjFnM,வாழிய வாழுய அறிவு. தமிழ் சொல்லிசையின் ஆகப் பெருஞ் சொத்து நீ❤️,2 months ago,Ezhil R,UCsk88HIJiDPugb2GWQSJang,66,https://yt3.ggpht.com/ytc/AAUvwnig5_yMYDg5tLXY6lwNcokIvH9GEJPUwoWtVeVXaQ=s176-c-k-c0x00ffffff-no-rj,False
49,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_VFt5JsmY,Absolutely wild magic! I feel it in my bones and I can’t make it stop. It’s entrancing!,2 months ago,Moonlyte Muse,UCVVb6tAjkGBTGmBLM7hK2FA,24,https://yt3.ggpht.com/ytc/AAUvwni7uhYnR985VIZlnY-kgaDKhVVOSuvzoHolSgVa=s176-c-k-c0x00ffffff-no-rj,False
50,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_V-T02ySp,Vera lvl voice song suprr👌👌🎶🎶💯💯🔥🔥💗💗🎶🎶,2 months ago,Ditto,UCLA-HooPRVpYrfKrvrBV3PA,21,https://yt3.ggpht.com/ytc/AAUvwniYzB5XAxswx37h7SSSO5nNQw8Efp_rk-QLk7WIow=s176-c-k-c0x00ffffff-no-rj,False
51,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_TIUFbkxU,Arivu! Bro.. nee vera level pannita bro.. unexpected one 💕👊 celebrating this like anything..oh Babe! I want to see u in big screen #Dhee.. Thanks for this creativity #SaNa❤️,2 months ago,Gokulraj S,UCdvHyOK0v3G3AaDvMlGA3Lw,46,https://yt3.ggpht.com/ytc/AAUvwniKCB2SzrRtqbZEQ4Xkpk1ejZz6_on8_VxeVqGK=s176-c-k-c0x00ffffff-no-rj,False
52,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_SwLMVvzh,It's like this song connects us somewhere not sure where,2 months ago,Ganga Karthick,UCETbcEet8iBgTexHRXHbj9A,29,https://yt3.ggpht.com/ytc/AAUvwnixD1r9IUwA7328wfVKp8ZvZd5TN2la8RuEsx3Y=s176-c-k-c0x00ffffff-no-rj,False
53,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_Se_J4HKh,Fans . ❤️,2 months ago,Rj Rajesh,UC56Q8VthR6tdoL--ZksGLhw,12,https://yt3.ggpht.com/ytc/AAUvwnhoiTbuYVYrsTq6t6m1tRhLwiyibksT_-DdJ_jc=s176-c-k-c0x00ffffff-no-rj,False
54,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_SOHHKpqD,congrats bro....,2 months ago,selva meera,UC7ik7-3EfkN3VPK38zpqLRA,9,https://yt3.ggpht.com/ytc/AAUvwnhq-RRCs-X-Gd5dASXLtL0XgWl_g0-ziPHMQA=s176-c-k-c0x00ffffff-no-rj,False
55,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_SMwHa4AV,Bro cameraman name bro!!,2 months ago,Moorthi Moorthi,UCDdOhIiHgN2G---4ycuzSPA,40,https://yt3.ggpht.com/ytc/AAUvwnh18EyH8OA5qoKe9M3Ag0bUmZBT0DyV5Hvu6J4XLg=s176-c-k-c0x00ffffff-no-rj,False
56,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_SC4wOTwl,Please add Captions in Both Tamil & English for this video,2 months ago,Nishanthan V,UC5J4j9lePrd3-0nEA3hCfQQ,40,https://yt3.ggpht.com/ytc/AAUvwnjgtbYYh7NkJxsqPap7ZnwPHqrxS7isfqDrQ9v1zA=s176-c-k-c0x00ffffff-no-rj,False
57,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_RgDabx7E,Bro!❤️ nee Vera Yaw🔥,2 months ago,Ravee.___,UCWzRFghbwxDClmY_M0q3msA,22,https://yt3.ggpht.com/ytc/AAUvwnj6dhSoQaR9epySmD-EHfwlsdwlzMq489PHZ8CvwA=s176-c-k-c0x00ffffff-no-rj,False
58,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_RAYzWpS5,Arivu rap 🔥🔥🔥,2 months ago (edited),RMW CREATIONS,UCVMJWLsMTJ5ErCgSQxLHcHg,31,https://yt3.ggpht.com/ytc/AAUvwngpwDL8WAB6e_N7vL6ng02Hgrme5G3yvqjb2zoH=s176-c-k-c0x00ffffff-no-rj,False
59,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_R7wwf70T,nice lyrics and music and dhee voice vera level....brothe.. keep it and congradss....,2 months ago,muthu pandi,UC-46QsXOFf5jaDovOI0Iy-A,31,https://yt3.ggpht.com/ytc/AAUvwnirZ3VEmXbuzBZ_E2zxBmtF9AZlbI2n0m9vXDRQoA=s176-c-k-c0x00ffffff-no-rj,False
60,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_QqEX6Lqu,சோழர் அறிவு வாழ்த்துக்கள் மிகச்சிறந்த பாடல் வரிகள் இன்னும் உங்களிடம் இருந்து நிறைய எதிர்பார்க்கிறோம்💐💐💐💐,2 months ago,RANJITH R,UCT8I3SDL5G4MHC4arWmfEWA,97,https://yt3.ggpht.com/ytc/AAUvwnieeMy_aAAWlvzsmpiNHGgKc5X1yTaKjq61mC1RJg=s176-c-k-c0x00ffffff-no-rj,False
61,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_PmrEIrKZ,U r going to reach great heights man ❤️🔥,2 months ago,Akash sachin,UCje6osLiWswHoR1w8X_Bp0A,57,https://yt3.ggpht.com/ytc/AAUvwngeNNo6d-QkX94IB4qptUn-Yh6OEvW7T4Wtq9WePw=s176-c-k-c0x00ffffff-no-rj,False
62,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_Om5PQgKv,Super bro..,2 months ago,Sudhagar Ks,UCfzKKB3kKqjL-6M3KmBIjAg,29,https://yt3.ggpht.com/ytc/AAUvwnjAv4bq9s23x1CIdt99y1UoA1GTx6JlvRzVfMT0_g=s176-c-k-c0x00ffffff-no-rj,False
63,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_NNkadx0b,💙💙💙💙💙💙💙💙🙏🏿,2 months ago,MK MANI,UCHwufO9LDqjw1CTGfcD8GTw,31,https://yt3.ggpht.com/ytc/AAUvwnhuKnJK2Z1PW3VNpcb7ckhaJtWK5Nl1Iiqrt4a0Zg=s176-c-k-c0x00ffffff-no-rj,False
64,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_NDllSAaR,Superu bro.... Jaibhim,2 months ago,Sahaa Dinesh,UCQZtx1_aYqWagMNebMFBW1A,55,https://yt3.ggpht.com/ytc/AAUvwngif59KDs4YySbWEeFwlVhIf32MOlqxfwW6HYFCaQ=s176-c-k-c0x00ffffff-no-rj,False
65,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_NCJIJ8ML,Santhosh narayanan musice illa ...dee than this album ku music,2 months ago,fxananth308 93,UCgSJcmeksmwXveCPuf4-YsQ,77,https://yt3.ggpht.com/ytc/AAUvwnjc-waSk0Ox0iLnQh3ZNPaIxOZKqQm-6oPm2g=s176-c-k-c0x00ffffff-no-rj,False
66,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_MNHa46mF,👌😍🎇🎇🎇,2 months ago,jeeven,UC8lBHM_LGD03lAPiv6c0bSg,29,https://yt3.ggpht.com/ytc/AAUvwnh0_Q-0EZr2NxU8APmq1g9zDYlNH3-SsW0e2eXsgQ=s176-c-k-c0x00ffffff-no-rj,False
67,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_Lf57M8oB,❤️,2 months ago,MS AJITH,UCpu0MnDEnreNcvAij-wE87g,31,https://yt3.ggpht.com/ytc/AAUvwngVKtyv6vJeYC-TiWv_z_UGIjNxbq9BOuhw8RwOew=s176-c-k-c0x00ffffff-no-rj,False
68,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_LYDohYgK,❤️,2 months ago,siddharth R,UCH-n3gtlDRMVTGUcznGVwng,37,https://yt3.ggpht.com/ytc/AAUvwngkpsz5NZvlHxPKj-z_p4XxqBlu_kSo0eZK0siV=s176-c-k-c0x00ffffff-no-rj,False
69,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9K_Kam85fyD,First time in my life I'm getting  goosebumps for continuously 3 min ❤️❤️,2 months ago,Dr. Venkatesh,UCY5BNh46MKQlyHS6oCpV26w,166,https://yt3.ggpht.com/ytc/AAUvwng0MA_bKHTWmqKFLndecCsDFW88yA-yJL7iYrrzzw=s176-c-k-c0x00ffffff-no-rj,False
